,rental_id,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,borough
1306,9744,3895,1.0,1,650,8,27.0,16,1,0,0,0,0,0,0,0,Midtown East,Manhattan
1308,1888,5260,2.0,2,1139,3,5.0,30,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1309,2339,7500,2.0,2,1214,3,15.0,88,0,0,0,1,0,1,0,0,Upper East Side,Manhattan
1310,5174,5495,1.0,1,1000,2,7.0,86,0,0,0,0,0,0,0,0,Midtown West,Manhattan
1313,2784,2595,1.0,1,600,2,4.0,116,0,0,0,0,0,1,0,0,Upper West Side,Manhattan
1314,3073,5500,1.0,1,1000,2,4.0,116,0,0,0,0,0,0,0,0,Chelsea,Manhattan
1315,7594,5000,1.0,1,550,2,18.0,89,1,0,0,0,0,1,0,0,Midtown,Manhattan
1316,6367,4150,1.0,1,640,3,14.0,9,1,0,1,0,1,1,0,0,Upper East Side,Manhattan
1320,7285,3100,1.0,1,575,2,5.0,86,1,0,0,0,0,0,0,0,Midtown West,Manhattan
1322,4421,3995,1.0,1,589,4,11.0,7,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1323,35,3875,1.0,1,653,4,14.0,18,1,1,1,1,1,1,0,1,Upper West Side,Manhattan
1324,6517,7000,2.0,1,1350,3,6.0,108,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
1325,2212,3775,1.0,1,609,12,12.0,4,1,0,0,0,0,0,0,0,Midtown West,Manhattan
1326,8710,10500,3.0,2,3000,2,7.0,86,0,0,0,0,0,0,0,0,East Village,Manhattan
1330,5393,12000,3.0,2,1982,4,20.0,10,1,1,1,1,1,1,0,1,Upper West Side,Manhattan
1331,10701,2750,0.0,1,546,4,6.0,52,1,0,0,0,0,0,0,0,Midtown East,Manhattan
1332,8551,6800,1.0,2,1233,3,6.0,52,1,1,1,1,1,0,0,1,Tribeca,Manhattan
1334,3578,3700,2.0,1,900,1,4.0,87,0,0,0,0,0,0,0,0,Financial District,Manhattan
1335,7688,3167,0.0,1,675,4,2.0,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
1339,8629,3775,1.0,1,632,2,30.0,41,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1342,8897,3495,2.0,1,631,3,1.0,102,0,1,0,1,1,0,0,0,Upper West Side,Manhattan
1343,2224,2900,2.0,2,1200,3,3.0,86,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
1345,4625,3805,1.0,1,698,6,3.0,14,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1346,10293,5950,1.0,1,988,5,33.0,9,1,0,0,0,0,0,0,0,Midtown,Manhattan
1347,4201,8500,3.0,2,2000,4,18.0,56,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1348,6261,6806,2.0,2,1082,2,28.0,16,1,1,0,1,1,1,0,1,Flatiron,Manhattan
1350,5394,3195,1.0,1,800,4,6.0,56,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
1351,7892,10600,3.0,3,1749,6,23.0,2,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1353,6254,3300,0.0,1,500,3,2.0,86,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
1354,10090,2950,0.0,1,585,2,17.0,34,1,0,0,0,1,1,0,0,Financial District,Manhattan
1355,1745,2995,1.0,1,670,8,10.0,28,0,0,0,1,1,1,0,1,Midtown West,Manhattan
1356,10494,5300,1.0,1,960,2,7.0,106,0,0,0,1,0,0,1,0,Chelsea,Manhattan
1358,2197,4400,2.0,2,927,12,31.0,32,0,0,0,0,0,0,0,0,Midtown East,Manhattan
1359,9854,3100,0.0,1,602,9,8.0,15,0,0,1,1,1,0,0,1,Midtown East,Manhattan
1361,4023,3990,1.0,2,1000,8,24.0,18,1,1,0,1,1,0,0,0,Upper East Side,Manhattan
1363,9411,2499,0.0,1,367,2,11.0,112,0,0,0,0,1,0,0,0,Financial District,Manhattan
1364,1438,4695,2.0,1,900,4,3.0,51,0,0,0,0,0,0,0,0,Flatiron,Manhattan
1365,1654,7100,2.0,2,1900,3,4.0,116,0,0,0,0,0,0,0,0,Soho,Manhattan
1366,789,5600,2.0,2,850,1,21.0,31,0,0,0,0,0,0,0,0,Flatiron,Manhattan
1367,1838,2400,0.0,1,550,7,1.0,85,0,0,0,0,1,0,0,0,Midtown East,Manhattan
1369,8219,4195,1.0,1,885,6,14.0,60,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1370,1012,5450,2.0,2,1070,13,32.0,9,1,1,1,1,1,0,0,1,Midtown West,Manhattan
1371,10785,3300,0.0,1,538,3,7.0,11,0,1,0,1,1,0,0,1,Tribeca,Manhattan
1372,9463,3405,1.0,1,591,6,14.0,14,1,0,0,0,0,0,0,0,Midtown West,Manhattan
1373,1537,12000,2.0,2,2027,1,3.0,156,0,0,0,1,1,1,0,1,Greenwich Village,Manhattan
1374,661,5800,2.0,2,1200,8,25.0,32,0,0,1,1,1,1,1,1,Midtown East,Manhattan
1375,858,7995,1.0,1,990,2,12.0,53,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
1377,6790,1700,0.0,1,350,9,1.0,96,0,0,1,0,0,1,0,0,Upper East Side,Manhattan
1378,1714,3900,0.0,1,698,2,21.0,8,0,0,0,1,1,0,0,0,Financial District,Manhattan
1379,5998,2595,1.0,1,800,3,2.0,93,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
1382,9401,3465,1.0,1,804,14,3.0,55,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1383,1852,2550,2.5,1,1000,6,4.0,115,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
1385,2144,3500,1.0,1,600,2,32.0,28,0,0,0,1,1,0,0,1,Midtown West,Manhattan
1386,2965,6300,2.0,2,1207,2,47.0,9,0,0,0,0,0,0,0,0,Midtown West,Manhattan
1387,5168,4500,0.0,1,850,1,3.0,13,0,1,0,1,1,0,0,1,Soho,Manhattan
1388,5741,3395,0.0,1,474,4,15.0,11,1,0,0,1,1,0,0,0,Upper West Side,Manhattan
1390,5316,14000,2.0,2,1814,3,5.0,101,0,0,0,0,0,0,0,0,Tribeca,Manhattan
1391,859,6900,2.0,2,1800,10,43.0,41,0,1,1,0,1,1,0,0,Midtown East,Manhattan
1392,10506,3505,1.0,1,754,5,4.0,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1393,11329,2975,0.0,1,587,3,3.0,52,1,1,0,0,0,1,0,0,Tribeca,Manhattan
1394,9805,2100,2.0,1,500,11,3.0,106,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
1397,4410,9000,2.0,2,1578,2,10.0,10,0,0,0,0,0,1,1,0,Midtown East,Manhattan
1398,710,8500,2.0,2,1459,3,4.0,1,0,0,0,0,0,0,0,0,Chelsea,Manhattan
1400,8565,5995,1.0,2,970,2,2.0,124,1,0,0,0,0,0,0,0,West Village,Manhattan
1401,6301,3700,1.0,1,655,5,8.0,29,0,0,0,0,1,0,1,1,Upper West Side,Manhattan
1402,8912,6000,1.0,1,945,5,7.0,84,0,0,1,1,1,0,0,0,Upper West Side,Manhattan
1403,2256,16000,3.0,3,2195,5,19.0,2,0,0,0,0,0,0,0,0,Midtown East,Manhattan
1405,7257,2050,1.0,1,900,3,2.0,106,0,0,0,1,0,0,0,0,Central Harlem,Manhattan
1407,8566,3150,1.0,1,575,2,11.0,86,1,0,0,0,0,0,0,0,Midtown West,Manhattan
1409,9062,5018,1.0,1,737,1,3.0,6,1,0,0,0,0,1,0,0,East Village,Manhattan
1410,1809,5900,1.0,1,811,6,31.0,5,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
1411,5668,3025,0.0,1,515,6,10.0,14,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1412,10358,3600,3.0,1,1050,3,4.0,101,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
1414,5505,4585,1.0,1,900,3,5.0,52,1,0,0,0,0,0,0,0,Tribeca,Manhattan
1415,1,3500,1.0,1,850,3,18.0,54,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
1417,4068,2500,0.0,1,400,2,2.0,90,1,0,0,0,0,0,0,0,Financial District,Manhattan
1419,1449,3500,1.0,1,710,6,10.0,37,0,0,1,0,0,0,0,0,Midtown East,Manhattan
1420,3613,2950,1.0,1,700,5,2.0,6,0,0,1,0,0,1,0,0,Midtown West,Manhattan
1422,9625,6200,2.0,2,1002,1,19.0,14,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1423,4414,7700,2.0,2,1546,10,43.0,27,0,0,0,1,1,0,0,1,Midtown East,Manhattan
1424,2481,6000,2.0,2,1280,3,11.0,29,0,0,0,0,0,1,0,0,Upper West Side,Manhattan
1425,3519,2300,1.0,1,500,9,2.0,116,0,0,0,0,0,0,0,0,East Village,Manhattan
1426,5366,5200,2.0,1,823,5,4.0,3,0,0,0,0,0,0,0,0,Midtown West,Manhattan
1429,3018,10950,3.0,3,1749,6,24.0,2,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1430,2435,7243,2.0,2,1231,2,18.0,16,1,0,0,0,0,0,0,0,Flatiron,Manhattan
1431,8518,3100,2.0,1,700,6,4.0,115,0,0,0,0,0,0,0,0,Midtown West,Manhattan
1432,3632,2450,2.0,1,900,9,2.0,96,0,0,1,1,1,1,0,1,Upper East Side,Manhattan
1433,6005,3500,1.0,1,600,2,81.0,114,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
1434,1556,5600,1.0,1,800,5,4.0,86,0,0,0,1,1,0,0,0,West Village,Manhattan
1435,4700,3000,1.0,0,526,4,4.0,45,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1436,10922,2250,0.0,1,400,5,2.0,54,0,0,0,0,0,0,0,0,Midtown East,Manhattan
1437,4010,3853,0.0,1,464,2,30.0,13,1,0,0,0,0,0,1,0,Flatiron,Manhattan
1438,1000,5250,1.0,1,850,4,11.0,93,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1439,8801,2925,1.0,1,650,5,6.0,31,1,0,1,0,0,1,0,0,Battery Park City,Manhattan
1440,893,3500,1.0,1,700,13,23.0,9,1,0,0,1,1,0,0,0,Midtown West,Manhattan
1441,2260,3900,1.0,1,719,3,23.0,15,1,0,0,0,0,0,0,0,Financial District,Manhattan
1442,2520,2700,0.0,1,466,5,7.0,10,0,0,1,1,1,0,0,0,Upper West Side,Manhattan
1443,8298,2299,1.0,1,700,3,3.0,86,0,0,1,1,1,0,1,0,Midtown East,Manhattan
1444,3963,3495,1.0,1,708,14,11.0,30,1,0,0,1,1,0,0,1,Upper East Side,Manhattan
1446,6555,5995,3.0,2,1417,4,9.0,6,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
1448,3176,20000,2.0,2,2200,2,2.0,5,0,1,1,1,1,0,0,1,Tribeca,Manhattan
1449,681,5200,1.0,1,691,3,29.0,7,0,0,1,1,1,1,0,1,Midtown,Manhattan
1450,3807,6000,1.0,1,802,2,48.0,6,0,1,0,0,0,0,0,0,Financial District,Manhattan
1451,10093,1899,0.0,1,350,7,2.0,96,0,0,0,0,0,0,0,0,East Village,Manhattan
1452,2225,3575,1.0,1,735,4,5.0,85,1,0,0,0,0,0,0,0,Financial District,Manhattan
1455,9311,2495,2.0,1,800,4,2.0,116,0,0,0,0,0,0,0,0,East Harlem,Manhattan
1456,568,6400,2.0,2,1024,10,2.0,0,1,0,0,0,0,0,0,0,Midtown West,Manhattan
1458,8334,3395,1.0,1,700,12,33.0,27,0,1,0,1,1,0,0,1,Midtown East,Manhattan
1460,6466,3500,0.0,1,550,2,7.0,1,0,0,0,0,0,0,0,0,Tribeca,Manhattan
1461,11192,11600,2.0,3,1665,3,10.0,52,1,0,0,0,0,0,0,0,Tribeca,Manhattan
1462,10220,7300,2.0,2,1167,1,2.0,3,0,0,0,0,0,0,0,0,East Village,Manhattan
1463,6135,3325,1.0,1,607,3,9.0,15,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1464,4338,3995,1.0,1,602,6,2.0,2,0,0,0,0,0,0,0,0,Gramercy Park,Manhattan
1465,9368,3000,1.0,1,650,11,7.0,50,0,1,1,1,1,1,0,1,Midtown East,Manhattan
1466,2871,3050,0.0,1,484,6,7.0,33,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
1468,3997,3392,1.0,1,769,2,6.0,47,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1469,8842,4865,1.0,1,697,2,19.0,13,1,0,0,0,0,0,0,0,Flatiron,Manhattan
1470,11335,5890,1.0,1,752,3,28.0,6,1,0,0,0,0,0,0,0,Chelsea,Manhattan
1471,2492,3555,1.0,1,600,2,5.0,99,1,1,0,1,1,0,1,1,Upper West Side,Manhattan
1472,3308,7800,4.0,2,1900,5,9.0,91,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
1473,5197,3645,1.0,1,811,14,1.0,55,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1474,1336,10500,3.0,3,2100,6,12.0,33,0,0,0,0,0,0,0,0,Midtown East,Manhattan
1475,2488,3200,0.0,1,462,2,5.0,28,0,0,1,1,1,1,0,1,Midtown West,Manhattan
1476,2338,8350,3.0,3,1436,4,12.0,27,0,0,0,0,1,0,0,0,Upper East Side,Manhattan
1477,2888,2350,0.0,1,367,2,2.0,112,0,0,0,1,1,0,0,0,Financial District,Manhattan
1478,5589,8800,2.0,2,1612,9,17.0,15,0,0,1,1,1,1,0,0,Midtown East,Manhattan
1479,10438,3543,0.0,1,523,1,12.0,29,1,0,0,0,0,0,0,0,Chelsea,Manhattan
1480,511,17500,3.0,3,3016,7,39.0,34,0,0,0,0,0,0,0,0,Midtown East,Manhattan
1481,10497,4200,0.0,1,567,12,6.0,7,0,0,1,1,1,0,1,1,Chelsea,Manhattan
1482,1539,3995,1.0,1,938,1,6.0,180,0,0,0,0,0,0,0,0,Financial District,Manhattan
1483,11215,8500,2.0,2,1807,1,23.0,88,1,1,0,1,1,0,0,1,Financial District,Manhattan
1484,7232,10500,2.0,2,1460,2,9.0,75,0,1,0,1,1,1,0,1,Central Park South,Manhattan
1485,2491,4000,1.0,1,764,7,12.0,39,1,0,0,0,0,0,0,0,Midtown East,Manhattan
1487,4643,2750,1.0,1,800,3,4.0,75,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
1488,1406,10500,3.0,3,1500,4,25.0,20,0,0,0,1,0,0,0,0,Upper East Side,Manhattan
1489,1929,3750,1.0,1,817,5,32.0,13,0,0,0,1,1,1,0,0,Midtown South,Manhattan
1490,437,4950,3.0,1,850,6,3.0,86,0,0,0,0,0,0,0,0,Midtown South,Manhattan
1491,6778,4968,2.0,2,948,14,21.0,30,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1492,1139,4000,1.0,1,874,7,9.0,12,0,1,0,1,1,1,1,1,Upper West Side,Manhattan
1493,2913,2100,0.0,1,350,7,4.0,116,0,0,0,0,0,0,0,0,East Village,Manhattan
1495,8759,2495,0.0,1,400,1,33.0,37,1,0,0,0,0,0,0,0,Midtown,Manhattan
1496,7180,4100,3.0,1,1100,3,6.0,52,0,0,0,0,0,0,0,0,Midtown East,Manhattan
1497,10790,6750,2.0,2,1589,9,10.0,15,0,0,0,0,0,1,0,0,Midtown East,Manhattan
1499,9492,2600,0.0,1,441,7,8.0,60,0,0,1,1,0,0,0,0,Midtown East,Manhattan
1501,6565,9850,3.0,3,2100,2,17.0,87,0,0,0,0,0,0,0,0,Chelsea,Manhattan
1502,7864,4100,1.0,1,690,5,9.0,1,0,0,0,0,0,0,0,0,Midtown East,Manhattan
1503,634,5795,1.0,1,626,3,8.0,2,1,0,0,0,0,0,0,0,East Village,Manhattan
1505,732,7000,3.0,2,1500,9,11.0,30,0,0,0,0,1,0,0,0,Upper East Side,Manhattan
1506,5488,7600,2.0,2,1325,2,42.0,8,1,1,1,1,1,0,0,1,Financial District,Manhattan
1508,1542,11900,3.0,2,2305,1,37.0,102,0,0,1,0,0,0,0,0,Financial District,Manhattan
1509,7599,3181,0.0,1,581,3,16.0,44,1,0,0,0,0,0,0,0,Financial District,Manhattan
1510,7739,8000,2.0,2,1250,2,15.0,13,0,0,0,0,0,0,0,0,Midtown East,Manhattan
1512,8692,20000,4.0,4,2160,1,18.0,9,0,0,1,0,1,0,0,0,Upper East Side,Manhattan
1513,7924,3650,0.0,1,520,2,8.0,17,1,0,0,0,0,0,0,0,Flatiron,Manhattan
1514,4874,6000,4.0,2,1700,6,5.0,96,0,0,0,0,0,0,0,0,Midtown West,Manhattan
1515,9937,4450,1.0,1,985,5,10.0,37,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1517,4958,2295,2.0,1,700,7,6.0,86,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
1518,3275,4055,1.0,1,818,4,7.0,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
1519,6475,3795,2.0,1,900,2,8.0,102,1,0,0,0,0,0,0,0,Midtown South,Manhattan
1521,7028,3750,1.0,1,500,4,4.0,156,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
1522,6468,4000,0.0,1,500,1,8.0,76,0,0,1,0,0,1,0,0,Central Park South,Manhattan
1523,9269,3900,1.0,1,640,4,8.0,7,1,0,0,0,0,0,0,0,Tribeca,Manhattan
1524,2287,6000,1.0,1,962,2,9.0,10,0,0,0,0,0,0,0,0,Chelsea,Manhattan
1525,4919,2595,1.0,1,500,3,4.0,106,0,0,0,0,0,0,0,0,Lower East Side,Manhattan
1526,5794,12750,2.0,2,1736,3,4.0,101,0,0,0,0,0,0,0,0,Tribeca,Manhattan
1527,9717,3350,0.0,1,585,2,6.0,85,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
1528,6736,2650,0.0,1,500,2,10.0,13,1,0,0,0,0,0,0,0,Financial District,Manhattan
1529,9170,3000,0.0,1,525,3,11.0,9,0,1,0,1,1,0,0,1,Upper East Side,Manhattan
1532,999,4500,1.0,1,700,7,27.0,34,1,0,0,0,0,0,0,0,Midtown East,Manhattan
1533,5600,3500,1.0,1,650,2,29.0,29,0,1,0,1,1,0,1,1,Midtown,Manhattan
1534,1887,9995,4.0,3,1900,2,4.0,89,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1535,2162,12999,2.0,2,1990,13,4.0,9,0,0,0,0,0,1,0,0,Chelsea,Manhattan
1536,1855,3100,1.0,1,654,4,18.0,42,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
1538,3812,4200,4.0,2,1400,2,2.0,106,1,0,0,0,0,0,0,0,Washington Heights,Manhattan
1539,3163,14000,3.0,3,1959,10,38.0,17,0,1,0,0,1,1,0,0,Upper East Side,Manhattan
1543,8821,14000,2.0,2,1543,4,7.0,9,0,0,0,0,1,0,0,0,Upper West Side,Manhattan
1544,8211,2999,0.0,1,560,4,9.0,9,0,0,0,1,0,0,0,0,Midtown East,Manhattan
1545,2048,19950,2.0,2,2750,5,10.0,11,0,0,0,0,1,0,0,1,West Village,Manhattan
1546,10740,4850,1.0,1,706,4,8.0,9,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
1547,9301,5800,1.0,1,811,6,29.0,5,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
1548,9730,2195,1.0,1,500,6,2.0,106,0,1,1,1,1,1,1,1,Lower East Side,Manhattan
1549,9986,3060,0.0,1,515,6,9.0,14,1,1,0,0,1,0,0,0,Upper West Side,Manhattan
1550,2137,2125,1.0,1,475,2,1.0,115,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
1551,8248,1750,0.0,1,600,10,2.0,106,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
1554,4706,4200,0.0,1,625,2,4.0,106,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
1555,1161,3600,3.0,1,800,1,6.0,96,0,1,0,1,1,0,0,1,Upper West Side,Manhattan
1556,4175,6900,2.0,2,1300,1,23.0,88,0,0,0,1,1,1,0,1,Financial District,Manhattan
1557,3986,6000,2.0,1,1100,8,11.0,35,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
1560,9131,3195,1.0,1,700,3,1.0,41,0,0,0,0,0,0,0,0,Midtown East,Manhattan
1561,6684,3690,1.0,1,802,7,15.0,33,1,0,0,1,0,0,0,0,Battery Park City,Manhattan
1562,9984,2775,0.0,1,342,2,15.0,89,1,0,0,0,1,1,1,0,Upper West Side,Manhattan
1563,10739,4395,1.0,1,692,4,14.0,19,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1564,6362,6815,2.0,2,1100,14,30.0,30,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1565,4254,2150,0.0,1,450,3,1.0,106,0,0,1,0,0,0,0,0,Upper West Side,Manhattan
1566,6711,3800,1.0,1,718,10,16.0,9,0,1,0,1,1,0,0,1,Gramercy Park,Manhattan
1567,7681,3000,1.0,1,667,4,1.0,88,0,0,1,0,0,0,0,0,Upper East Side,Manhattan
1568,8416,3550,0.0,1,500,1,4.0,30,1,0,0,0,0,0,0,0,Greenwich Village,Manhattan
1569,193,6400,2.0,3,1226,3,15.0,15,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1570,9968,2370,1.0,1,600,5,2.0,106,1,0,0,0,0,0,0,0,Midtown West,Manhattan
1571,8161,2550,0.0,1,409,5,2.0,66,0,0,0,0,0,0,0,0,Chelsea,Manhattan
1572,1078,5500,1.0,1,765,2,25.0,38,0,0,0,0,0,0,0,0,Midtown West,Manhattan
1573,4650,4695,1.0,1,754,3,5.0,11,0,1,0,1,1,0,0,1,Tribeca,Manhattan
1574,10290,5200,1.0,1,800,2,6.0,10,0,0,0,0,0,0,0,0,Chelsea,Manhattan
1575,10676,2900,0.0,1,530,2,11.0,52,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
1577,8087,3100,1.0,1,550,2,3.0,106,0,1,0,1,1,1,0,1,Upper West Side,Manhattan
1580,8231,3130,1.0,1,594,4,15.0,18,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1581,3882,8750,2.0,2,1472,7,6.0,12,0,1,0,1,1,1,0,1,Upper East Side,Manhattan
1582,3640,5500,1.0,1,1000,3,3.0,116,1,0,0,0,0,0,0,0,East Village,Manhattan
1583,6551,3200,2.0,1,900,3,5.0,116,1,1,1,1,1,0,0,1,Central Harlem,Manhattan
1584,1469,4050,1.0,1,826,3,21.0,29,0,1,0,0,1,0,0,0,Financial District,Manhattan
1585,925,10500,3.0,2,1865,1,4.0,96,0,0,0,0,0,0,0,0,Chelsea,Manhattan
1586,2546,6900,2.0,2,1049,4,2.0,4,0,0,0,0,0,0,0,0,Flatiron,Manhattan
1587,10074,2325,0.5,1,500,6,2.0,96,0,0,0,0,0,0,0,0,Midtown East,Manhattan
1588,2568,3900,1.0,1,850,5,21.0,30,0,0,0,0,1,0,0,0,Midtown East,Manhattan
1589,8471,5200,2.0,2,1141,1,14.0,30,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
1593,5527,2300,0.0,1,475,9,4.0,54,0,0,0,1,1,0,0,1,Midtown East,Manhattan
1594,8364,4363,1.0,1,620,1,2.0,29,1,0,0,0,0,0,0,0,Chelsea,Manhattan
1595,11034,6500,2.0,2,1100,3,14.0,29,1,0,1,0,0,1,0,0,Upper East Side,Manhattan
1596,493,4362,1.0,1,982,3,20.0,85,1,0,0,0,0,0,0,0,Financial District,Manhattan
1597,1998,2895,1.0,1,650,9,19.0,36,1,0,0,0,0,0,0,0,Midtown East,Manhattan
1598,4090,4000,1.0,1,700,1,23.0,31,0,1,0,1,1,1,1,0,Flatiron,Manhattan
1599,3639,5500,1.0,1,1180,9,20.0,15,0,0,0,0,0,0,1,0,Midtown East,Manhattan
1600,9996,4350,1.0,1,723,2,3.0,92,0,0,0,1,1,0,0,0,Upper West Side,Manhattan
1601,7052,3960,0.0,1,640,3,9.0,52,1,0,0,0,0,1,0,0,Tribeca,Manhattan
1603,3206,12000,2.0,2,1865,2,6.0,122,0,0,0,0,1,0,0,0,Tribeca,Manhattan
1604,1708,5995,2.0,2,1206,2,19.0,120,1,0,0,1,1,1,0,1,Financial District,Manhattan
1605,6121,3557,1.0,1,621,12,5.0,4,1,0,0,0,0,0,0,0,Midtown West,Manhattan
1608,9809,1832,2.0,1,800,5,4.0,96,0,0,0,0,0,0,0,0,East Harlem,Manhattan
1609,1470,5300,1.0,1,776,7,42.0,6,0,0,0,0,0,0,0,0,Midtown South,Manhattan
1610,7847,3140,0.0,1,525,4,8.0,16,1,0,0,0,0,0,0,0,Chelsea,Manhattan
1612,8675,15000,2.5,2,2350,3,4.0,89,0,0,0,0,0,0,0,0,Chelsea,Manhattan
1613,2648,3710,0.0,1,577,4,20.0,16,1,0,0,0,0,0,0,0,Chelsea,Manhattan
1614,3786,3375,1.0,1,850,8,2.0,90,0,0,0,0,0,0,0,0,Midtown West,Manhattan
1615,815,3500,1.0,1,700,6,2.0,96,0,0,0,0,0,0,0,0,Soho,Manhattan
1616,9216,2650,0.0,1,459,4,5.0,18,1,0,0,1,1,0,0,1,Upper West Side,Manhattan
1617,9759,3995,2.0,1,704,2,8.0,28,1,0,0,0,0,0,0,0,Nolita,Manhattan
1620,4574,9995,3.0,2,1132,3,7.0,2,1,0,0,0,0,0,0,0,East Village,Manhattan
1621,10152,4895,1.0,1,876,1,11.0,51,1,0,0,0,0,1,0,1,Flatiron,Manhattan
1622,9812,6800,2.0,2,1200,43,36.0,41,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
1623,181,9200,2.0,2,1434,2,55.0,38,0,0,1,1,1,1,0,0,Midtown West,Manhattan
1624,7574,3930,1.0,1,710,3,17.0,15,1,0,0,0,0,0,0,0,Financial District,Manhattan
1627,79,5495,1.0,2,966,2,25.0,10,0,1,1,1,1,1,0,1,Midtown East,Manhattan
1628,9095,9000,1.0,1,1521,9,4.0,1,0,0,0,0,0,0,0,0,Chelsea,Manhattan
1629,7849,2855,0.0,1,482,5,9.0,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1630,3412,2595,1.0,1,600,1,5.0,116,0,0,1,0,0,1,0,0,Upper West Side,Manhattan
1631,9713,9500,1.0,1,1026,2,11.0,101,0,0,0,0,0,0,0,0,Flatiron,Manhattan
1633,3439,4895,2.0,2,1000,4,21.0,42,0,1,0,1,1,0,0,1,Upper East Side,Manhattan
1634,2412,3995,1.0,1,930,2,21.0,34,0,0,0,0,0,1,0,0,Financial District,Manhattan
1635,6915,4500,1.0,1,715,4,9.0,16,1,0,0,1,1,0,1,1,Chelsea,Manhattan
1636,1851,13800,3.0,3,1702,1,9.0,89,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1637,10621,2875,0.0,1,512,7,10.0,52,1,0,0,0,0,0,0,0,Midtown East,Manhattan
1639,7550,3150,1.0,1,875,4,3.0,86,0,1,0,1,1,0,0,0,Upper West Side,Manhattan
1640,10155,11500,3.0,3,1750,11,5.0,8,0,0,0,0,0,1,0,0,Upper East Side,Manhattan
1641,1623,1950,2.0,1,594,10,5.0,106,0,0,0,0,0,0,0,0,East Harlem,Manhattan
1643,2623,2695,0.0,1,355,9,3.0,0,1,0,0,0,0,0,0,0,Midtown East,Manhattan
1644,11276,3500,1.0,1,712,8,6.0,12,0,1,0,0,0,0,0,0,Midtown East,Manhattan
1645,10522,13250,3.0,3,1726,43,9.0,8,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1647,8105,8375,4.0,3,1735,5,20.0,52,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1648,2171,2000,0.0,1,350,3,2.0,86,0,1,0,0,1,1,0,0,Midtown West,Manhattan
